case_id,item_id,account_segment,account_industry,health_score,open_escalation_count,product_archetype,product_family,charge_model,gross_margin_percent,gross_margin_band,strategic_product_tier,attach_product_type,is_core_product,usage_percent,active_user_percent,login_trend_30d,ticket_count_90d,sev1_count_90d,csat_score,current_quantity,current_discount_percent,current_arr,list_unit_price,net_unit_price,payment_risk_band,adoption_band,demo_scenario_key,rule_risk_score,rule_disposition,observed_renewal_outcome,observed_discount_accepted,observed_reviewer_override,observed_arr_delta_percent,risk_label,expansion_label
syn_case_0075,syn_item_0075,STRATEGIC,TECHNOLOGY,44.7,3,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,30.7,44.1,-4.1,5,2,3.5,1,18.7,1952.1,2400,1952.1,MEDIUM,WEAK,ADOPTION_DECLINE,75,RENEW_WITH_CONCESSION,WON,1,0,-13.2,78.7,0
syn_case_0076,syn_item_0076,ENTERPRISE,RETAIL,85.0,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,72.5,64.0,-2.8,2,1,4.4,5,2.3,58600.6,12000,11720.1,MEDIUM,STRONG,BASE_CASE,6,RENEW,WON,1,0,-1.6,9.1,0
syn_case_0077,syn_item_0077,MID_MARKET,FINANCIAL_SERVICES,66.3,3,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,121.2,92.2,21.8,3,0,4.6,3,10.9,400858.0,150000,133619.3,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,29.7,3.5,1
syn_case_0078,syn_item_0078,STRATEGIC,ENERGY,53.3,3,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,48.1,45.2,-11.2,6,0,3.7,25,16.6,250101.4,12000,10004.1,MEDIUM,MODERATE,ADOPTION_DECLINE,34,RENEW,WON,1,0,-3.0,25.2,0
syn_case_0079,syn_item_0079,COMMERCIAL,ENERGY,83.0,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,90.3,67.1,1.6,0,0,4.6,1,1.2,47416.4,48000,47416.4,MEDIUM,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,10.7,8.7,1
syn_case_0080,syn_item_0080,COMMERCIAL,HEALTHCARE,98,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,72.5,64.5,9.2,4,1,4.7,50,44.1,670816.4,24000,13416.3,LOW,STRONG,MARGIN_RECOVERY,8,RENEW,EXPANDED,1,0,10.7,0,1
syn_case_0081,syn_item_0081,ENTERPRISE,PUBLIC_SECTOR,22.3,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,32.7,58.0,-24.4,9,1,3.8,2,14.8,40878.0,24000,20439.0,LOW,WEAK,ADOPTION_DECLINE,61,RENEW_WITH_CONCESSION,WON,1,0,-4.2,57.5,0
syn_case_0082,syn_item_0082,MID_MARKET,HEALTHCARE,98,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,49.8,68.3,-8.9,5,1,3.8,10,10.1,107840.7,12000,10784.1,HIGH,MODERATE,PAYMENT_APPROVAL_RISK,38,RENEW,WON,1,0,-0.1,33.0,0
syn_case_0083,syn_item_0083,ENTERPRISE,RETAIL,81.8,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,68.2,69.1,-1.4,2,1,4.3,10,18.2,49108.0,6000,4910.8,LOW,MODERATE,MARGIN_RECOVERY,10,RENEW,WON,1,0,-1.0,0.4,0
syn_case_0084,syn_item_0084,COMMERCIAL,TELECOM,56.0,4,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,43.0,36.6,-13.8,3,2,3.9,5,8.8,10941.6,2400,2188.3,LOW,WEAK,ADOPTION_DECLINE,46,RENEW,WON,1,0,-3.0,45.6,0
syn_case_0085,syn_item_0085,MID_MARKET,RETAIL,59.5,2,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,90.3,83.0,8.2,0,0,4.2,100,24.9,3602996.1,48000,36030.0,LOW,STRONG,EXPANSION_UPSIDE,0,RENEW,EXPANDED,1,0,28.4,0,1
syn_case_0086,syn_item_0086,COMMERCIAL,RETAIL,74.8,3,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,79.7,83.7,5.7,0,1,4.1,1,14.8,76693.0,90000,76693.0,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,23.1,0,1
syn_case_0087,syn_item_0087,STRATEGIC,FINANCIAL_SERVICES,49.8,3,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,26.0,34.8,-18.2,3,2,3.4,100,16.5,2003246.5,24000,20032.5,LOW,WEAK,ADOPTION_DECLINE,74,RENEW_WITH_CONCESSION,WON,1,0,-7.6,73.2,0
syn_case_0088,syn_item_0088,STRATEGIC,HEALTHCARE,42.0,1,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,73.6,84.4,-2.2,1,1,4.3,1,6.0,141060.9,150000,141060.9,HIGH,STRONG,BASE_CASE,27,RENEW,WON,1,0,-4.0,18.8,0
syn_case_0089,syn_item_0089,MID_MARKET,TECHNOLOGY,79.6,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,27.7,43.7,-12.2,4,2,2.9,50,0.2,1197992.1,24000,23959.8,LOW,WEAK,ADOPTION_DECLINE,62,RENEW_WITH_CONCESSION,WON,1,1,-3.3,71.0,0
syn_case_0090,syn_item_0090,COMMERCIAL,TELECOM,98,0,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,82.5,79.9,18.0,3,1,4.0,5,0.2,29947.8,6000,5989.6,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,7.5,0,1
syn_case_0091,syn_item_0091,ENTERPRISE,HEALTHCARE,30.7,2,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,50.6,39.8,-6.8,6,1,3.1,10,17.8,49323.3,6000,4932.3,MEDIUM,MODERATE,ADOPTION_DECLINE,63,RENEW_WITH_CONCESSION,WON,1,0,-6.8,62.6,0
syn_case_0092,syn_item_0092,COMMERCIAL,ENERGY,74.8,1,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,88.5,86.7,5.9,0,1,4.8,2,7.2,44561.8,24000,22280.9,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,8.2,0,1
syn_case_0093,syn_item_0093,ENTERPRISE,FINANCIAL_SERVICES,67.9,3,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,81.0,91.0,17.2,2,1,4.5,100,3.7,577919.6,6000,5779.2,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,19.6,0,1
syn_case_0094,syn_item_0094,COMMERCIAL,MANUFACTURING,57.2,1,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,65.1,46.9,-3.4,7,1,3.2,100,4.1,8634256.3,90000,86342.6,LOW,MODERATE,CUSTOMER_RISK_ESCALATION,38,RENEW,WON,1,0,2.5,37.9,0
syn_case_0095,syn_item_0095,STRATEGIC,RETAIL,72.1,3,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,73.6,89.7,16.6,1,0,4.6,10,7.7,55366.0,6000,5536.6,LOW,STRONG,BASE_CASE,0,RENEW,WON,1,0,0.6,0,0
syn_case_0096,syn_item_0096,STRATEGIC,TELECOM,97.3,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,91.7,88.2,14.9,2,1,4.9,5,9.9,10813.5,2400,2162.7,LOW,STRONG,BASE_CASE,0,RENEW,WON,1,0,-8.4,0,0
syn_case_0097,syn_item_0097,MID_MARKET,PUBLIC_SECTOR,58.3,1,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,93.4,73.8,1.5,3,0,4.7,10,10.8,802980.7,90000,80298.1,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,WON,1,0,0.9,0,0
syn_case_0098,syn_item_0098,MID_MARKET,TELECOM,79.7,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,73.9,83.6,-3.0,4,0,4.2,10,1.1,11869.9,1200,1187.0,MEDIUM,STRONG,BASE_CASE,0,RENEW,WON,1,0,2.5,1.1,0
syn_case_0099,syn_item_0099,COMMERCIAL,TELECOM,83.5,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,73.2,86.3,9.3,2,1,4.3,50,0,300000.0,6000,6000.0,LOW,STRONG,BASE_CASE,5,RENEW,WON,1,0,2.4,4.8,0
syn_case_0100,syn_item_0100,COMMERCIAL,RETAIL,88.0,0,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,71.9,89.6,4.4,2,0,3.9,1,0,2400.0,2400,2400.0,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,10.8,2.4,1
syn_case_0101,syn_item_0101,ENTERPRISE,RETAIL,31.4,2,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,47.2,35.2,-8.0,9,1,4.0,1,20.9,37966.4,48000,37966.4,MEDIUM,MODERATE,ADOPTION_DECLINE,51,RENEW,WON,1,0,-1.8,59.7,0
syn_case_0102,syn_item_0102,STRATEGIC,TECHNOLOGY,58.4,2,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,71.7,64.4,7.4,4,0,4.3,1,30.1,16787.6,24000,16787.6,MEDIUM,STRONG,MARGIN_RECOVERY,14,RENEW,EXPANDED,1,0,22.6,9.7,1
syn_case_0103,syn_item_0103,MID_MARKET,MANUFACTURING,64.7,0,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,75.4,83.6,10.8,5,1,4.6,50,38.9,2748760.4,90000,54975.2,MEDIUM,STRONG,MARGIN_RECOVERY,23,RENEW,EXPANDED,1,0,16.2,8.2,1
syn_case_0104,syn_item_0104,ENTERPRISE,TECHNOLOGY,58.2,1,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,82.4,81.8,13.8,1,0,4.5,2,4.5,2293.1,1200,1146.6,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,27.5,17.3,1
syn_case_0105,syn_item_0105,ENTERPRISE,TELECOM,65.6,1,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,124.2,88.2,32.8,1,0,4.5,1,6.8,22372.6,24000,22372.6,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,12.8,4.2,1
syn_case_0106,syn_item_0106,MID_MARKET,RETAIL,67.5,1,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,87.9,85.8,7.4,3,0,4.5,10,43.0,513054.2,90000,51305.4,LOW,STRONG,MARGIN_RECOVERY,0,RENEW,EXPANDED,0,0,15.4,0.6,1
syn_case_0107,syn_item_0107,ENTERPRISE,TELECOM,98,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,75.8,66.6,10.7,4,0,4.6,1,33.0,60283.8,90000,60283.8,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,14.6,0,1
syn_case_0108,syn_item_0108,STRATEGIC,HEALTHCARE,75.9,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,49.7,52.0,-25.3,3,1,3.0,2,20.8,19009.0,12000,9504.5,LOW,MODERATE,ADOPTION_DECLINE,38,RENEW,WON,1,0,-2.5,40.5,0
syn_case_0109,syn_item_0109,COMMERCIAL,PUBLIC_SECTOR,55.5,1,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,45.6,58.1,-15.6,9,2,3.5,50,20.1,95877.4,2400,1917.5,LOW,MODERATE,ADOPTION_DECLINE,54,RENEW,WON,1,0,1.4,39.8,0
syn_case_0110,syn_item_0110,MID_MARKET,PUBLIC_SECTOR,69.9,1,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,78.6,86.6,8.4,3,0,4.9,3,30.1,25154.2,12000,8384.7,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,21.8,0,1
syn_case_0111,syn_item_0111,MID_MARKET,MANUFACTURING,49.6,1,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,37.1,22.9,-11.8,5,2,2.8,10,2.6,233796.4,24000,23379.6,HIGH,WEAK,ADOPTION_DECLINE,92,ESCALATE,WON,1,0,-13.1,83.3,0
syn_case_0112,syn_item_0112,STRATEGIC,PUBLIC_SECTOR,95.6,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,70.6,83.6,13.6,0,1,4.0,5,3.9,57664.4,12000,11532.9,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,19.6,0,1
syn_case_0113,syn_item_0113,ENTERPRISE,TECHNOLOGY,94.2,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,89.9,65.7,-2.7,2,0,5.0,1,2.5,87714.0,90000,87714.0,MEDIUM,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,19.6,0,1
syn_case_0114,syn_item_0114,ENTERPRISE,RETAIL,97.6,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,98.7,78.5,21.3,0,0,4.7,1,10.7,5358.6,6000,5358.6,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,27.0,0,1
syn_case_0115,syn_item_0115,MID_MARKET,RETAIL,45.8,2,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,48.0,44.6,-7.5,3,2,2.7,1,4.1,143915.7,150000,143915.7,MEDIUM,MODERATE,ADOPTION_DECLINE,60,RENEW_WITH_CONCESSION,WON,1,0,-9.1,58.9,0
syn_case_0116,syn_item_0116,ENTERPRISE,PUBLIC_SECTOR,98,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,87.6,57.4,4.4,4,1,4.5,10,42.5,517941.6,90000,51794.2,LOW,STRONG,MARGIN_RECOVERY,4,RENEW,EXPANDED,1,0,15.4,0,1
syn_case_0117,syn_item_0117,COMMERCIAL,ENERGY,89.9,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,85.6,68.5,-3.5,4,1,4.1,2,7.4,277728.5,150000,138864.3,LOW,STRONG,BASE_CASE,0,RENEW,WON,1,0,4.0,0,0
syn_case_0118,syn_item_0118,STRATEGIC,TECHNOLOGY,66.7,3,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,62.4,73.9,1.6,4,1,4.8,5,15.2,203603.8,48000,40720.8,MEDIUM,MODERATE,BASE_CASE,3,RENEW,WON,1,0,-1.1,0,0
syn_case_0119,syn_item_0119,ENTERPRISE,PUBLIC_SECTOR,92.8,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,78.7,86.6,-1.0,2,0,4.5,2,0,24000.0,12000,12000.0,HIGH,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,19.0,10.5,1
syn_case_0120,syn_item_0120,COMMERCIAL,MANUFACTURING,57.0,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,72.4,83.7,9.4,1,1,4.7,1,0,24000.0,24000,24000.0,LOW,STRONG,BASE_CASE,6,RENEW,EXPANDED,1,0,13.4,0,1
syn_case_0121,syn_item_0121,ENTERPRISE,TECHNOLOGY,81.5,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,95.3,82.9,16.8,0,1,4.4,1,19.1,72853.7,90000,72853.7,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,13.9,0,1
syn_case_0122,syn_item_0122,STRATEGIC,RETAIL,52.3,2,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,113.4,79.2,29.6,0,0,4.2,1,20.6,71422.0,90000,71422.0,MEDIUM,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,26.2,0,1
syn_case_0123,syn_item_0123,COMMERCIAL,PUBLIC_SECTOR,91.4,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,92.6,60.2,16.9,0,0,4.8,1,14.9,2042.0,2400,2042.0,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,17.2,0,1
syn_case_0124,syn_item_0124,COMMERCIAL,HEALTHCARE,31.8,4,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,36.4,44.7,-6.1,7,0,3.2,1,16.5,40080.2,48000,40080.2,LOW,WEAK,ADOPTION_DECLINE,51,RENEW,WON,1,0,-0.7,35.9,0
syn_case_0125,syn_item_0125,COMMERCIAL,PUBLIC_SECTOR,88.0,0,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,83.0,63.6,2.6,5,1,4.6,5,35.2,486274.6,150000,97254.9,LOW,STRONG,MARGIN_RECOVERY,12,RENEW,EXPANDED,1,0,26.2,0,1
syn_case_0126,syn_item_0126,ENTERPRISE,TECHNOLOGY,65.4,1,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,82.2,76.1,13.5,3,0,4.6,5,22.4,9308.7,2400,1861.7,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,12.8,0,1
syn_case_0127,syn_item_0127,COMMERCIAL,FINANCIAL_SERVICES,71.2,1,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,63.9,82.9,-1.3,4,1,4.1,25,7.0,139488.9,6000,5579.6,HIGH,MODERATE,BASE_CASE,15,RENEW,EXPANDED,1,0,25.3,3.1,1
syn_case_0128,syn_item_0128,STRATEGIC,FINANCIAL_SERVICES,88.9,0,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,62.3,67.0,17.1,1,0,4.4,1,9.0,1091.4,1200,1091.4,LOW,MODERATE,BASE_CASE,0,RENEW,WON,1,0,2.7,2.3,0
syn_case_0129,syn_item_0129,STRATEGIC,FINANCIAL_SERVICES,77.7,1,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,50.6,42.8,-15.1,18,2,2.6,2,17.1,19901.8,12000,9950.9,LOW,MODERATE,CUSTOMER_RISK_ESCALATION,65,RENEW_WITH_CONCESSION,WON,1,0,-2.0,48.4,0
syn_case_0130,syn_item_0130,MID_MARKET,TECHNOLOGY,53.5,2,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,89.3,94.0,24.6,2,0,4.2,100,6.1,563377.0,6000,5633.8,LOW,STRONG,EXPANSION_UPSIDE,0,RENEW,EXPANDED,1,0,23.9,6.5,1
syn_case_0131,syn_item_0131,ENTERPRISE,PUBLIC_SECTOR,76.5,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,67.6,60.9,13.7,1,1,4.0,1,19.5,38658.0,48000,38658.0,LOW,MODERATE,BASE_CASE,7,RENEW,WON,1,0,2.2,1.9,0
syn_case_0132,syn_item_0132,STRATEGIC,TECHNOLOGY,75.2,0,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,70.1,86.9,14.8,0,1,4.0,50,10.6,6703664.5,150000,134073.3,LOW,STRONG,BASE_CASE,2,RENEW,EXPANDED,1,0,17.2,0,1
syn_case_0133,syn_item_0133,COMMERCIAL,TECHNOLOGY,40.4,0,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,22.5,57.4,-15.8,6,1,3.1,10,20.3,191293.7,24000,19129.4,LOW,WEAK,ADOPTION_DECLINE,73,RENEW_WITH_CONCESSION,CONTRACTED,1,0,-0.4,74.9,0
syn_case_0134,syn_item_0134,STRATEGIC,HEALTHCARE,65.8,1,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,43.5,47.2,-25.2,9,0,2.8,5,13.7,10353.1,2400,2070.6,LOW,WEAK,ADOPTION_DECLINE,36,RENEW,WON,1,0,-1.5,32.6,0
syn_case_0135,syn_item_0135,COMMERCIAL,TELECOM,41.7,1,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,71.0,81.4,0.1,3,1,4.2,10,18.5,733284.7,90000,73328.5,MEDIUM,STRONG,MARGIN_RECOVERY,22,RENEW,EXPANDED,1,0,14.0,25.8,1
syn_case_0136,syn_item_0136,ENTERPRISE,TELECOM,52.5,5,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,69.6,46.0,-14.1,8,4,3.5,1,18.7,39006.2,48000,39006.2,LOW,MODERATE,CUSTOMER_RISK_ESCALATION,38,ESCALATE,WON,1,0,-13.6,23.8,0
syn_case_0137,syn_item_0137,COMMERCIAL,ENERGY,82.9,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,89.5,67.0,4.1,1,0,4.2,50,11.8,264700.0,6000,5294.0,LOW,STRONG,BASE_CASE,0,RENEW,WON,1,0,-3.3,0,0
syn_case_0138,syn_item_0138,STRATEGIC,FINANCIAL_SERVICES,67.4,2,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,51.3,38.3,-15.4,5,2,3.4,1,2.7,46684.6,48000,46684.6,LOW,MODERATE,ADOPTION_DECLINE,46,RENEW,WON,1,0,-2.5,54.9,0
syn_case_0139,syn_item_0139,ENTERPRISE,MANUFACTURING,74.9,3,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,72.4,84.7,3.8,0,0,4.4,25,13.5,518899.2,24000,20756.0,LOW,STRONG,BASE_CASE,0,RENEW,WON,1,0,-11.0,0,0
syn_case_0140,syn_item_0140,STRATEGIC,FINANCIAL_SERVICES,70.3,5,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,59.3,47.7,-4.4,7,3,3.4,1,18.3,19619.5,24000,19619.5,LOW,MODERATE,CUSTOMER_RISK_ESCALATION,30,ESCALATE,WON,1,0,-6.3,15.9,0
syn_case_0141,syn_item_0141,ENTERPRISE,HEALTHCARE,95.7,0,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,76.3,82.1,-3.0,0,0,4.4,5,11.9,211332.9,48000,42266.6,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,19.7,0,1
syn_case_0142,syn_item_0142,STRATEGIC,HEALTHCARE,67.2,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,72.7,65.3,0.2,2,0,4.1,25,18.7,121985.3,6000,4879.4,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,12.0,10.5,1
syn_case_0143,syn_item_0143,ENTERPRISE,MANUFACTURING,81.1,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,84.8,71.3,6.7,2,0,4.3,25,48,156000.0,12000,6240.0,LOW,STRONG,MARGIN_RECOVERY,0,RENEW,EXPANDED,0,0,10.2,6.2,1
syn_case_0144,syn_item_0144,MID_MARKET,FINANCIAL_SERVICES,80.7,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,121.1,87.5,24.8,1,0,4.7,1,0,150000.0,150000,150000.0,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,15.8,0.6,1
syn_case_0145,syn_item_0145,MID_MARKET,TECHNOLOGY,86.2,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,83.2,70.6,-0.2,8,2,3.8,100,7.9,1105316.5,12000,11053.2,HIGH,STRONG,PAYMENT_APPROVAL_RISK,25,RENEW,WON,1,0,-0.4,19.5,0
syn_case_0146,syn_item_0146,STRATEGIC,TELECOM,79.4,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,81.5,81.6,8.7,3,1,4.8,10,0,12000.0,1200,1200.0,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,21.0,12.2,1
syn_case_0147,syn_item_0147,STRATEGIC,RETAIL,94.2,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,79.9,66.0,14.8,3,1,3.9,5,7.9,414352.1,90000,82870.4,LOW,STRONG,BASE_CASE,0,RENEW,WON,1,0,5.7,0,1
syn_case_0148,syn_item_0148,STRATEGIC,ENERGY,76.8,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,103.5,79.4,24.9,1,0,4.8,2,10.7,21436.3,12000,10718.1,MEDIUM,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,WON,1,0,-4.0,0,0
syn_case_0149,syn_item_0149,COMMERCIAL,PUBLIC_SECTOR,85.3,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,63.8,69.3,9.2,4,1,5.0,3,30.6,4995.9,2400,1665.3,MEDIUM,MODERATE,BASE_CASE,6,RENEW,EXPANDED,0,0,11.5,0,1
syn_case_0150,syn_item_0150,MID_MARKET,MANUFACTURING,86.0,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,82.0,80.2,-2.4,0,0,4.7,1,10.0,21591.6,24000,21591.6,MEDIUM,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,17.0,0.8,1
syn_case_0151,syn_item_0151,COMMERCIAL,TELECOM,58.0,1,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,77.8,80.0,9.9,1,0,3.9,3,10.0,129585.2,48000,43195.1,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,9.8,9.7,1
